Class;Count
k9mail.src.main.com.fsck.k9.ui.messageview.MessageContainerView.SavedState;4
k9mail.src.main.com.fsck.k9.ui.messageview.MessageCryptoPresenter;1
k9mail.src.main.com.fsck.k9.ui.messageview.MessageTopView;2
k9mail.src.main.com.fsck.k9.ui.messageview.MessageViewFragment;18
k9mail.src.main.com.fsck.k9.view.FoldableLinearLayout;4
k9mail.src.main.com.fsck.k9.view.FoldableLinearLayout.SavedState;2
k9mail.src.main.com.fsck.k9.view.K9WebViewClient;3
k9mail.src.main.com.fsck.k9.view.LinearViewAnimator;1
k9mail.src.main.com.fsck.k9.view.MessageHeader;4
k9mail.src.main.com.fsck.k9.view.MessageHeader.SavedState;2
k9mail.src.main.com.fsck.k9.view.NonLockingScrollView;1
k9mail.src.main.com.fsck.k9.view.RecipientSelectView;3
k9mail.src.main.com.fsck.k9.view.RecipientSelectView.Recipient;2
k9mail.src.main.com.fsck.k9.view.RecipientSelectView.RecipientTokenSpan;2
k9mail.src.main.com.fsck.k9.view.RigidWebView;1
k9mail.src.main.com.fsck.k9.view.ThemeUtils;1
k9mail.src.main.com.fsck.k9.view.ToolableViewAnimator;1
k9mail.src.main.com.fsck.k9.widget.list.MessageListRemoteViewFactory;7
